dataset,dimension,item_index,meta_item,data_item
hous1401,Provider,80172,914.000000,914
hous1401,Provider,80173,915.000000,915
hous1401,Provider,80174,917.000000,917
hous1401,Provider,80175,918.000000,918
hous1401,Provider,80176,922.000000,922
hous1401,Provider,80177,926.000000,926
hous1401,Provider,80178,929.000000,929
hous1401,Provider,80179,934.000000,934
hous1401,Provider,80180,935.000000,935
hous1401,Provider,80181,936.000000,936
hous1401,Provider,80182,943.000000,943
hous1401,Provider,80183,947.000000,947
hous1401,Provider,80184,951.000000,951
hous1401,Provider,80185,952.000000,952
hous1401,Provider,80186,953.000000,953
hous1401,Provider,80187,957.000000,957
hous1401,Provider,80188,958.000000,958
hous1401,Provider,80189,960.000000,960
hous1401,Provider,80190,961.000000,961
hous1401,Provider,80191,967.000000,967
hous1401,Provider,80192,969.000000,969
hous1401,Provider,80193,970.000000,970
hous1401,Provider,80194,974.000000,974
hous1401,Provider,80195,977.000000,977
hous1401,Provider,80196,978.000000,978
hous1401,Provider,80197,981.000000,981
hous1401,Provider,80198,986.000000,986
hous1401,Provider,80199,989.000000,989
hous1401,Provider,80200,990.000000,990
hous1401,Provider,80201,991.000000,991
hous1401,Provider,80202,994.000000,994
hous1401,Provider,80203,995.000000,995
hous1401,Provider,80204,996.000000,996
hous1401,Provider,80205,3000.000000,3000
hous1401,Provider,80206,3001.000000,3001
hous1401,Vacancy,80040,2.100000,2.1
hous1401,Vacancy,80041,2.200000,2.2
hous1401,Vacancy,80207,1.000000,1.0
hous1401,Vacancy,80208,2.000000,2.0
hous1401,Vacancy,80209,3.000000,3.0
hous1401,Vacancy,80210,4.000000,4.0
hous1401,Vacancy,80211,5.000000,5.0
hous1401,Vacancy,80212,6.000000,6.0
hous1401,Year,80216,199697.000000,199697
hous1401,Year,80217,199798.000000,199798
hous1401,Year,80218,199899.000000,199899
hous1401,Year,80219,199900.000000,199900
hous1401,Year,80220,200001.000000,200001
hous1401,Year,80221,200102.000000,200102
hous1401,Year,80222,200203.000000,200203
hous1401,Year,80223,200304.000000,200304
hous1401,Year,80224,200405.000000,200405
hous1401,Year,80225,200506.000000,200506
hous1401,Year,80226,200607.000000,200607
hous1401,Year,80227,200708.000000,200708
hous1401,Year,80228,200809.000000,200809
hous1401,Year,80229,200910.000000,200910
hous1401,Year,80230,201011.000000,201011
hous1401,Year,80231,201112.000000,201112
hous1401,Year,80232,201213.000000,201213
hous1401,Year,80233,201314.000000,201314
hous1401,Year,80234,201415.000000,201415
hous1401,Year,80235,201516.000000,201516
hous1401,Year,80236,201617.000000,201617
hous1401,Year,80237,201718.000000,201718
hous1401,Year,80238,201819.000000,201819
hous1401,Year,80240,202021.000000,202021
hous1401,Year,80241,202122.000000,202122
hous1501,Area,80310,512.000000,512
hous1501,Area,80311,514.000000,514
hous1501,Area,80312,516.000000,516
hous1501,Area,80313,518.000000,518
hous1501,Area,80314,520.000000,520
hous1501,Area,80315,522.000000,522
hous1501,Area,80316,524.000000,524
hous1501,Area,80317,526.000000,526
hous1501,Area,80318,528.000000,528
hous1501,Area,80319,530.000000,530
hous1501,Area,80320,532.000000,532
hous1501,Area,80321,534.000000,534
hous1501,Area,80322,536.000000,536
hous1501,Area,80323,538.000000,538
hous1501,Area,80324,540.000000,540
hous1501,Area,80325,542.000000,542
hous1501,Area,80326,544.000000,544
hous1501,Area,80327,545.000000,545
hous1501,Area,80328,546.000000,546
hous1501,Area,80329,548.000000,548
hous1501,Area,80330,550.000000,550
hous1501,Area,80331,552.000000,552
hous1501,Area,80332,600.000000,600
hous1501,Lettings,80303,1.000000,1.0
hous1501,Lettings,80304,2.000000,2.0
hous1501,Lettings,80305,3.000000,3.0
hous1501,Lettings,80306,4.000000,4.0
hous1501,Lettings,80307,5.000000,5.0
hous1501,Lettings,80308,6.000000,6.0
hous1501,Lettings,80309,7.000000,7.0
hous1501,Provider,80242,983.000000,983
hous1501,Provider,80243,980.000000,980
hous1501,Provider,80244,1024.000000,1024
hous1501,Provider,80245,930.000000,930
hous1501,Provider,80246,1021.000000,1021
hous1501,Provider,80247,925.000000,925
hous1501,Provider,80248,1020.000000,1020
hous1501,Provider,80249,1032.000000,1032
hous1501,Provider,80250,1023.000000,1023
hous1501,Provider,80251,988.000000,988
hous1501,Provider,80252,1028.000000,1028
hous1501,Provider,80253,1022.000000,1022
hous1501,Provider,80254,1029.000000,1029
hous1501,Provider,80255,1031.000000,1031
hous1501,Provider,80256,1012.000000,1012
hous1501,Provider,80257,971.000000,971
hous1501,Provider,80258,1027.000000,1027
hous1501,Provider,80259,1030.000000,1030
hous1501,Provider,80260,1026.000000,1026
hous1501,Provider,80261,945.000000,945
hous1501,Provider,80262,1025.000000,1025
hous1501,Provider,80263,928.000000,928
hous1501,Provider,80264,937.000000,937
hous1501,Provider,80265,927.000000,927
hous1501,Provider,80266,1034.000000,1034
hous1501,Provider,80267,1007.000000,1007
hous1501,Provider,80268,946.000000,946
hous1501,Provider,80269,546.000000,546
hous1501,Provider,80270,545.000000,545
hous1501,Provider,80271,514.000000,514
hous1501,Provider,80272,548.000000,548
hous1501,Provider,80273,542.000000,542
hous1501,Provider,80274,536.000000,536
hous1501,Provider,80275,932.000000,932
hous1501,Provider,80276,919.000000,919
hous1501,Provider,80277,550.000000,550
hous1501,Provider,80278,516.000000,516
hous1501,Provider,80279,526.000000,526
hous1501,Provider,80280,923.000000,923
hous1501,Provider,80281,1035.000000,1035
hous1501,Provider,80282,540.000000,540
hous1501,Provider,80283,966.000000,966
hous1501,Provider,80284,534.000000,534
hous1501,Provider,80285,909.000000,909
hous1501,Provider,80286,915.000000,915
hous1501,Provider,80287,921.000000,921
hous1501,Provider,80288,940.000000,940
hous1501,Provider,80289,948.000000,948
hous1501,Provider,80290,949.000000,949
hous1501,Provider,80291,975.000000,975
hous1501,Provider,80292,1016.000000,1016
hous1501,Provider,80293,920.000000,920
hous1501,Provider,80294,943.000000,943
hous1501,Provider,80295,993.000000,993
hous1501,Provider,80296,1013.000000,1013
hous1501,Provider,80297,907.000000,907
hous1501,Provider,80298,968.000000,968
hous1501,Provider,80299,1002.000000,1002
hous1501,Provider,80300,1018.000000,1018
hous1501,Provider,80301,962.000000,962
hous1501,Provider,80302,954.000000,954
hous1501,Provider,80333,512.000000,512
hous1501,Provider,80334,518.000000,518
hous1501,Provider,80335,520.000000,520
hous1501,Provider,80336,522.000000,522
hous1501,Provider,80337,524.000000,524
hous1501,Provider,80338,528.000000,528
hous1501,Provider,80339,530.000000,530
hous1501,Provider,80340,532.000000,532
hous1501,Provider,80341,538.000000,538
hous1501,Provider,80342,544.000000,544
hous1501,Provider,80343,552.000000,552
hous1501,Provider,80344,592.000000,592
hous1501,Provider,80345,596.000000,596
hous1501,Provider,80346,600.000000,600
hous1501,Provider,80347,904.000000,904
hous1501,Provider,80348,905.000000,905
hous1501,Provider,80349,906.000000,906
hous1501,Provider,80350,910.000000,910
hous1501,Provider,80351,912.000000,912
hous1501,Provider,80352,914.000000,914
hous1501,Provider,80353,917.000000,917
hous1501,Provider,80354,918.000000,918
hous1501,Provider,80355,922.000000,922
hous1501,Provider,80356,929.000000,929
hous1501,Provider,80357,934.000000,934
hous1501,Provider,80358,935.000000,935
hous1501,Provider,80359,936.000000,936
hous1501,Provider,80360,947.000000,947
hous1501,Provider,80361,951.000000,951
hous1501,Provider,80362,952.000000,952
hous1501,Provider,80363,953.000000,953
hous1501,Provider,80364,957.000000,957
hous1501,Provider,80365,958.000000,958
hous1501,Provider,80366,960.000000,960
hous1501,Provider,80367,961.000000,961
hous1501,Provider,80368,967.000000,967
hous1501,Provider,80369,969.000000,969
hous1501,Provider,80370,970.000000,970
hous1501,Provider,80371,974.000000,974
hous1501,Provider,80372,977.000000,977
hous1501,Provider,80373,978.000000,978
hous1501,Provider,80374,981.000000,981
hous1501,Provider,80375,986.000000,986
hous1501,Provider,80376,989.000000,989
hous1501,Provider,80377,990.000000,990
hous1501,Provider,80378,991.000000,991
hous1501,Provider,80379,994.000000,994
hous1501,Provider,80380,995.000000,995
hous1501,Provider,80381,996.000000,996
hous1501,Provider,80382,3000.000000,3000
hous1501,Provider,80383,3001.000000,3001
hous1501,Year,80384,199697.000000,199697
hous1501,Year,80385,199798.000000,199798
hous1501,Year,80386,199899.000000,199899
hous1501,Year,80387,199900.000000,199900
hous1501,Year,80388,200001.000000,200001
hous1501,Year,80389,200102.000000,200102
hous1501,Year,80390,200203.000000,200203
hous1501,Year,80391,200304.000000,200304
hous1501,Year,80392,200405.000000,200405
hous1501,Year,80393,200506.000000,200506
hous1501,Year,80394,200607.000000,200607
hous1501,Year,80395,200708.000000,200708
hous1501,Year,80396,200809.000000,200809
hous1501,Year,80397,200910.000000,200910
hous1501,Year,80398,201011.000000,201011
hous1501,Year,80399,201112.000000,201112
hous1501,Year,80400,201213.000000,201213
hous1501,Year,80401,201314.000000,201314
hous1501,Year,80402,201415.000000,201415
hous1501,Year,80403,201516.000000,201516
hous1501,Year,80404,201617.000000,201617
hous1501,Year,80405,201718.000000,201718
hous1501,Year,80406,201819.000000,201819
hous1501,Year,80408,202021.000000,202021
hous1501,Year,80409,202122.000000,202122
hous1601,Area,80467,512.000000,512
hous1601,Area,80468,514.000000,514
hous1601,Area,80469,516.000000,516
hous1601,Area,80470,518.000000,518
hous1601,Area,80471,520.000000,520
hous1601,Area,80472,522.000000,522
hous1601,Area,80473,524.000000,524
hous1601,Area,80474,526.000000,526
hous1601,Area,80475,528.000000,528
hous1601,Area,80476,530.000000,530
hous1601,Area,80477,532.000000,532
hous1601,Area,80478,534.000000,534
hous1601,Area,80479,536.000000,536
hous1601,Area,80480,538.000000,538
hous1601,Area,80481,540.000000,540
hous1601,Area,80482,542.000000,542
hous1601,Area,80483,544.000000,544
hous1601,Area,80484,545.000000,545
hous1601,Area,80485,546.000000,546
hous1601,Area,80486,548.000000,548
hous1601,Area,80487,550.000000,550
hous1601,Area,80488,552.000000,552
hous1601,Area,80489,600.000000,600
hous1601,Duration,80464,1.000000,1.0
hous1601,Duration,80465,2.000000,2.0
hous1601,Duration,80466,3.000000,3.0
hous1601,Provider,80410,983.000000,983
hous1601,Provider,80411,980.000000,980
hous1601,Provider,80412,1024.000000,1024
hous1601,Provider,80413,1021.000000,1021
hous1601,Provider,80414,925.000000,925
hous1601,Provider,80415,928.000000,928
hous1601,Provider,80416,1020.000000,1020
hous1601,Provider,80417,1032.000000,1032
hous1601,Provider,80418,1023.000000,1023
hous1601,Provider,80419,1028.000000,1028
hous1601,Provider,80420,1022.000000,1022
hous1601,Provider,80421,1029.000000,1029
hous1601,Provider,80422,1031.000000,1031
hous1601,Provider,80423,1012.000000,1012
hous1601,Provider,80424,1027.000000,1027
hous1601,Provider,80425,1030.000000,1030
hous1601,Provider,80426,1026.000000,1026
hous1601,Provider,80427,945.000000,945
hous1601,Provider,80428,1025.000000,1025
hous1601,Provider,80429,937.000000,937
hous1601,Provider,80430,1007.000000,1007
hous1601,Provider,80431,1034.000000,1034
hous1601,Provider,80432,546.000000,546
hous1601,Provider,80433,545.000000,545
hous1601,Provider,80434,514.000000,514
hous1601,Provider,80435,548.000000,548
hous1601,Provider,80436,542.000000,542
hous1601,Provider,80437,536.000000,536
hous1601,Provider,80438,919.000000,919
hous1601,Provider,80439,550.000000,550
hous1601,Provider,80440,516.000000,516
hous1601,Provider,80441,526.000000,526
hous1601,Provider,80442,923.000000,923
hous1601,Provider,80443,1035.000000,1035
hous1601,Provider,80444,540.000000,540
hous1601,Provider,80445,966.000000,966
hous1601,Provider,80446,534.000000,534
hous1601,Provider,80447,909.000000,909
hous1601,Provider,80448,915.000000,915
hous1601,Provider,80449,907.000000,907
hous1601,Provider,80450,943.000000,943
hous1601,Provider,80451,921.000000,921
hous1601,Provider,80452,948.000000,948
hous1601,Provider,80453,949.000000,949
hous1601,Provider,80454,975.000000,975
hous1601,Provider,80455,1016.000000,1016
hous1601,Provider,80456,920.000000,920
hous1601,Provider,80457,940.000000,940
hous1601,Provider,80458,993.000000,993
hous1601,Provider,80459,968.000000,968
hous1601,Provider,80460,1002.000000,1002
hous1601,Provider,80461,1018.000000,1018
hous1601,Provider,80462,954.000000,954
hous1601,Provider,80463,962.000000,962
hous1601,Provider,80490,512.000000,512
hous1601,Provider,80491,518.000000,518
hous1601,Provider,80492,520.000000,520
hous1601,Provider,80493,522.000000,522
hous1601,Provider,80494,524.000000,524
hous1601,Provider,80495,528.000000,528
hous1601,Provider,80496,530.000000,530
hous1601,Provider,80497,532.000000,532
hous1601,Provider,80498,538.000000,538
hous1601,Provider,80499,544.000000,544
hous1601,Provider,80500,552.000000,552
hous1601,Provider,80501,592.000000,592
hous1601,Provider,80502,596.000000,596
hous1601,Provider,80503,600.000000,600
hous1601,Provider,80504,904.000000,904
hous1601,Provider,80505,905.000000,905
hous1601,Provider,80506,906.000000,906
hous1601,Provider,80507,910.000000,910
hous1601,Provider,80508,912.000000,912
hous1601,Provider,80509,914.000000,914
hous1601,Provider,80510,917.000000,917
hous1601,Provider,80511,918.000000,918
hous1601,Provider,80512,922.000000,922
hous1601,Provider,80513,929.000000,929
hous1601,Provider,80514,934.000000,934
hous1601,Provider,80515,935.000000,935
hous1601,Provider,80516,936.000000,936
hous1601,Provider,80517,947.000000,947
hous1601,Provider,80518,951.000000,951
hous1601,Provider,80519,952.000000,952
hous1601,Provider,80520,953.000000,953
hous1601,Provider,80521,957.000000,957
hous1601,Provider,80522,958.000000,958
hous1601,Provider,80523,960.000000,960
hous1601,Provider,80524,961.000000,961
hous1601,Provider,80525,967.000000,967
hous1601,Provider,80526,969.000000,969
hous1601,Provider,80527,970.000000,970
hous1601,Provider,80528,974.000000,974
hous1601,Provider,80529,977.000000,977
hous1601,Provider,80530,978.000000,978
hous1601,Provider,80531,981.000000,981
hous1601,Provider,80532,986.000000,986
hous1601,Provider,80533,989.000000,989
hous1601,Provider,80534,990.000000,990
hous1601,Provider,80535,991.000000,991
hous1601,Provider,80536,994.000000,994
hous1601,Provider,80537,995.000000,995
hous1601,Provider,80538,996.000000,996
hous1601,Provider,80539,3000.000000,3000
hous1601,Provider,80540,3001.000000,3001
hous1601,Year,80541,199697.000000,199697
hous1601,Year,80542,199798.000000,199798
hous1601,Year,80543,199899.000000,199899
hous1601,Year,80544,199900.000000,199900
hous1601,Year,80545,200001.000000,200001
hous1601,Year,80546,200102.000000,200102
hous1601,Year,80547,200203.000000,200203
hous1601,Year,80548,200304.000000,200304
hous1601,Year,80549,200405.000000,200405
hous1601,Year,80550,200506.000000,200506
hous1601,Year,80551,200607.000000,200607
hous1601,Year,80552,200708.000000,200708
hous1601,Year,80553,200809.000000,200809
hous1601,Year,80554,200910.000000,200910
hous1601,Year,80555,201011.000000,201011
hous1601,Year,80556,201112.000000,201112
hous1601,Year,80557,201213.000000,201213
hous1601,Year,80558,201314.000000,201314
hous1601,Year,80559,201415.000000,201415
hous1601,Year,80560,201516.000000,201516
hous1601,Year,80561,201617.000000,201617
hous1601,Year,80562,201718.000000,201718
hous1601,Year,80563,201819.000000,201819
hous1601,Year,80565,202021.000000,202021
hous1601,Year,80566,202122.000000,202122
hous1801,Compliance,136879,3.000000,3.0
hous1801,Compliance,136880,4.000000,4.0
hous1801,Compliance,136881,6.000000,6.0
hous1801,Compliance,136882,5.000000,5.0
hous1801,Compliance,136883,7.000000,7.0
hous1801,Compliance,136884,8.000000,8.0
hous1801,Compliance,136888,50.000000,50.0
hous1801,Compliance,136899,2.000000,2.0
hous1801,Compliance,136911,1.000000,1.0
hous1801,Component,136921,1001.000000,1001.0
hous1801,Component,136922,2001.000000,2001.0
hous1801,Component,136923,2002.000000,2002.0
hous1801,Component,136924,2003.000000,2003.0
hous1801,Component,136925,2004.000000,2004.0
hous1801,Component,136926,2005.000000,2005.0
hous1801,Component,136927,2006.000000,2006.0
hous1801,Component,136928,2007.000000,2007.0
hous1801,Component,136929,2008.000000,2008.0
hous1801,Component,136930,2009.000000,2009.0
hous1801,Component,136931,2010.000000,2010.0
hous1801,Provider,136885,983.000000,983
hous1801,Provider,136886,524.000000,524
hous1801,Provider,136887,1028.000000,1028
hous1801,Provider,136889,1012.000000,1012
hous1801,Provider,136890,1024.000000,1024
hous1801,Provider,136891,1021.000000,1021
hous1801,Provider,136892,1025.000000,1025
hous1801,Provider,136893,1020.000000,1020
hous1801,Provider,136894,1032.000000,1032
hous1801,Provider,136895,1023.000000,1023
hous1801,Provider,136896,1022.000000,1022
hous1801,Provider,136897,1029.000000,1029
hous1801,Provider,136898,1031.000000,1031
hous1801,Provider,136900,1027.000000,1027
hous1801,Provider,136901,1030.000000,1030
hous1801,Provider,136902,1026.000000,1026
hous1801,Provider,136903,945.000000,945
hous1801,Provider,136904,925.000000,925
hous1801,Provider,136905,928.000000,928
hous1801,Provider,136906,937.000000,937
hous1801,Provider,136907,1034.000000,1034
hous1801,Provider,136908,919.000000,919
hous1801,Provider,136909,923.000000,923
hous1801,Provider,136910,1035.000000,1035
hous1801,Provider,136912,966.000000,966
hous1801,Provider,136913,921.000000,921
hous1801,Provider,136914,940.000000,940
hous1801,Provider,136915,948.000000,948
hous1801,Provider,136916,949.000000,949
hous1801,Provider,136917,920.000000,920
hous1801,Provider,136918,993.000000,993
hous1801,Provider,136919,952.000000,952
hous1801,Provider,136920,981.000000,981
hous1801,Provider,136932,512.000000,512
hous1801,Provider,136933,518.000000,518
hous1801,Provider,136934,520.000000,520
hous1801,Provider,136935,522.000000,522
hous1801,Provider,136936,528.000000,528
hous1801,Provider,136937,530.000000,530
hous1801,Provider,136938,532.000000,532
hous1801,Provider,136939,538.000000,538
hous1801,Provider,136940,544.000000,544
hous1801,Provider,136941,552.000000,552
hous1801,Provider,136942,592.000000,592
hous1801,Provider,136943,596.000000,596
hous1801,Provider,136944,600.000000,600
hous1801,Provider,136945,904.000000,904
hous1801,Provider,136946,905.000000,905
hous1801,Provider,136947,906.000000,906
hous1801,Provider,136948,910.000000,910
hous1801,Provider,136949,912.000000,912
hous1801,Provider,136950,914.000000,914
hous1801,Provider,136951,917.000000,917
hous1801,Provider,136952,918.000000,918
hous1801,Provider,136953,922.000000,922
hous1801,Provider,136954,929.000000,929
hous1801,Provider,136955,934.000000,934
hous1801,Provider,136956,935.000000,935
hous1801,Provider,136957,936.000000,936
hous1801,Provider,136958,943.000000,943
hous1801,Provider,136959,947.000000,947
hous1801,Provider,136960,951.000000,951
hous1801,Provider,136961,953.000000,953
hous1801,Provider,136962,958.000000,958
hous1801,Provider,136963,960.000000,960
hous1801,Provider,136964,961.000000,961
hous1801,Provider,136965,967.000000,967
hous1801,Provider,136966,969.000000,969
hous1801,Provider,136967,970.000000,970
hous1801,Provider,136968,974.000000,974
hous1801,Provider,136969,975.000000,975
hous1801,Provider,136970,977.000000,977
hous1801,Provider,136971,978.000000,978
hous1801,Provider,136972,980.000000,980
hous1801,Provider,136973,986.000000,986
hous1801,Provider,136974,989.000000,989
hous1801,Provider,136975,990.000000,990
hous1801,Provider,136976,991.000000,991
hous1801,Provider,136977,994.000000,994
hous1801,Provider,136978,995.000000,995
hous1801,Provider,136979,996.000000,996
hous1801,Provider,136980,1007.000000,1007
hous1801,Provider,136981,3000.000000,3000
hous1801,Provider,136982,3001.000000,3001
hous1801,Provider,136983,3002.000000,3002
hous1801,Provider,136984,3003.000000,3003
hous1801,Year,136985,202223.000000,202223
hous1801,Year,136986,201112.000000,201112
hous1801,Year,136987,201213.000000,201213
hous1801,Year,136988,201314.000000,201314
hous1801,Year,136989,201415.000000,201415
hous1801,Year,136990,201516.000000,201516
hous1801,Year,136991,201617.000000,201617
hous1801,Year,136992,201718.000000,201718
hous1801,Year,136993,201819.000000,201819
hous1801,Year,136994,201920.000000,201920
hous1801,Year,136996,202122.000000,202122
hous2101,Area,36244,532.000000,532
hous2101,Area,36245,512.000000,512
hous2101,Area,36246,514.000000,514
hous2101,Area,36247,516.000000,516
hous2101,Area,36248,518.000000,518
hous2101,Area,36249,520.000000,520
hous2101,Area,36250,522.000000,522
hous2101,Area,36251,524.000000,524
hous2101,Area,36252,526.000000,526
hous2101,Area,36253,528.000000,528
hous2101,Area,36254,530.000000,530
hous2101,Area,36255,534.000000,534
hous2101,Area,36256,536.000000,536
hous2101,Area,36257,538.000000,538
hous2101,Area,36258,540.000000,540
hous2101,Area,36259,542.000000,542
hous2101,Area,36260,544.000000,544
hous2101,Area,36261,545.000000,545
hous2101,Area,36262,546.000000,546
hous2101,Area,36263,548.000000,548
hous2101,Area,36264,550.000000,550
hous2101,Area,36265,552.000000,552
hous2101,Area,36266,600.000000,600
hous2101,Measure,36267,1.000000,1.0
hous2101,Measure,36268,2.000000,2.0
hous2101,Measure,36269,3.000000,3.0
hous2101,Measure,36270,4.000000,4.0
hous2101,Year,36271,201516.000000,201516
hous2101,Year,36272,201617.000000,201617
hous2101,Year,36273,201718.000000,201718
hous2101,Year,36274,201819.000000,201819
hous2101,Year,36275,201920.000000,201920
hous2301,Breakdown,29052,7.000000,7.0
hous2301,Breakdown,29057,1.000000,1.0
hous2301,Breakdown,29058,2.000000,2.0
hous2301,Breakdown,29059,3.000000,3.0
hous2301,Breakdown,29060,4.000000,4.0
hous2301,Breakdown,29062,6.000000,6.0
hous2301,Breakdown,29064,8.000000,8.0
hous2301,Breakdown,29065,9.000000,9.0
hous2301,Breakdown,29066,10.000000,10.0
hous2301,Breakdown,29067,11.000000,11.0
hous2301,Breakdown,29068,12.000000,12.0
hous2301,Breakdown,29069,13.000000,13.0
hous2301,Breakdown,29070,14.000000,14.0
hous2301,Breakdown,29071,15.000000,15.0
hous2301,Breakdown,29072,16.000000,16.0
hous2301,Breakdown,29073,5.000000,5.0
hous2301,Indicator,29053,2.000000,2.0
hous2301,Indicator,29061,1.000000,1.0
hous2301,Measure,29054,1.000000,1.0
hous2301,Measure,29055,2.000000,2.0
hous2301,Measure,29056,3.000000,3.0
hous2301,Year,29063,201718.000000,201718.0
lgfs0001,Band,148077,1,1.0
lgfs0001,Band,148095,2,2.0
lgfs0001,Band,148096,3,3.0
lgfs0001,Band,148097,4,4.0
lgfs0001,Band,148098,5,5.0
lgfs0001,Band,148099,6,6.0
lgfs0001,Band,148100,7,7.0
lgfs0001,Band,148101,8,8.0
lgfs0001,Band,148102,9,9.0
lgfs0001,Band,148103,10,10.0
lgfs0001,Band,148104,11,11.0
lgfs0006,Authority,182120,512.000000,512
lgfs0006,Authority,182121,514.000000,514
lgfs0006,Authority,182122,516.000000,516
lgfs0006,Authority,182123,518.000000,518
lgfs0006,Authority,182124,520.000000,520
lgfs0006,Authority,182125,522.000000,522
lgfs0006,Authority,182126,524.000000,524
lgfs0006,Authority,182127,526.000000,526
lgfs0006,Authority,182128,528.000000,528
lgfs0006,Authority,182129,530.000000,530
lgfs0006,Authority,182130,532.000000,532
lgfs0006,Authority,182131,534.000000,534
lgfs0006,Authority,182132,536.000000,536
lgfs0006,Authority,182133,538.000000,538
lgfs0006,Authority,182134,540.000000,540
lgfs0006,Authority,182135,542.000000,542
lgfs0006,Authority,182136,544.000000,544
lgfs0006,Authority,182137,545.000000,545
lgfs0006,Authority,182138,546.000000,546
lgfs0006,Authority,182139,548.000000,548
lgfs0006,Authority,182140,550.000000,550
lgfs0006,Authority,182141,552.000000,552
lgfs0006,Authority,182142,596.000000,596
lgfs0006,Column,182107,1.000000,1.0
lgfs0006,Column,182108,2.000000,2.0
lgfs0006,Column,182109,3.000000,3.0
lgfs0006,Typeofincome,182111,1.000000,1
lgfs0006,Typeofincome,182112,2.000000,2
lgfs0006,Typeofincome,182113,3.000000,3
lgfs0006,Typeofincome,182114,4.000000,4
lgfs0006,Typeofincome,182115,5.000000,5
lgfs0006,Typeofincome,182116,6.000000,6
lgfs0006,Typeofincome,182117,7.000000,7
lgfs0006,Typeofincome,182118,8.000000,8
lgfs0006,Typeofincome,182119,9.000000,9
lgfs0006,Year,182143,199697.000000,199697
lgfs0006,Year,182144,199798.000000,199798
lgfs0006,Year,182145,199899.000000,199899
lgfs0006,Year,182146,199900.000000,199900
lgfs0006,Year,182147,200001.000000,200001
lgfs0006,Year,182148,200102.000000,200102
lgfs0006,Year,182149,200203.000000,200203
lgfs0006,Year,182150,200304.000000,200304
lgfs0006,Year,182151,200405.000000,200405
lgfs0006,Year,182152,200506.000000,200506
lgfs0006,Year,182153,200607.000000,200607
lgfs0006,Year,182154,200708.000000,200708
lgfs0006,Year,182155,200809.000000,200809
lgfs0006,Year,182156,200910.000000,200910
lgfs0006,Year,182157,201011.000000,201011
lgfs0006,Year,182158,201112.000000,201112
lgfs0006,Year,182159,201213.000000,201213
lgfs0006,Year,182160,201314.000000,201314
lgfs0006,Year,182161,201415.000000,201415
lgfs0006,Year,182162,201516.000000,201516
lgfs0006,Year,182163,201617.000000,201617
lgfs0006,Year,182164,201718.000000,201718
lgfs0006,Year,182165,201819.000000,201819
lgfs0006,Year,182166,201920.000000,201920
lgfs0006,Year,182167,202021.000000,202021
lgfs0006,Year,182168,202122.000000,202122
lgfs0006,Year,182169,202223.000000,202223
lgfs0007,Authority,166096,512.000000,512
lgfs0007,Authority,166097,514.000000,514
lgfs0007,Authority,166098,516.000000,516
lgfs0007,Authority,166099,518.000000,518
lgfs0007,Authority,166100,520.000000,520
lgfs0007,Authority,166122,526.000000,526
lgfs0007,Authority,166125,522.000000,522
lgfs0007,Authority,166146,545.000000,545
lgfs0007,Authority,166148,528.000000,528
lgfs0007,Authority,166149,530.000000,530
lgfs0007,Authority,166150,532.000000,532
lgfs0007,Authority,166151,534.000000,534
lgfs0007,Authority,166152,536.000000,536
lgfs0007,Authority,166153,538.000000,538
lgfs0007,Authority,166154,540.000000,540
lgfs0007,Authority,166156,544.000000,544
lgfs0007,Authority,166157,524.000000,524
lgfs0007,Authority,166158,546.000000,546
lgfs0007,Authority,166159,548.000000,548
lgfs0007,Authority,166160,550.000000,550
lgfs0007,Authority,166161,552.000000,552
lgfs0007,Authority,166162,596.000000,596
lgfs0007,Authority,166167,542.000000,542
lgfs0007,Row,166081,69.000000,69.0
lgfs0007,Row,166082,54.000000,54.0
lgfs0007,Row,166083,64.000000,64.0
lgfs0007,Row,166084,65.000000,65.0
lgfs0007,Row,166085,67.000000,67.0
lgfs0007,Row,166086,68.000000,68.0
lgfs0007,Row,166087,81.000000,81.0
lgfs0007,Row,166088,82.000000,82.0
lgfs0007,Row,166089,83.000000,83.0
lgfs0007,Row,166090,10.000000,10.0
lgfs0007,Row,166091,91.000000,91.0
lgfs0007,Row,166092,48.000000,48.0
lgfs0007,Row,166093,70.000000,70.0
lgfs0007,Row,166094,92.000000,92.0
lgfs0007,Row,166095,93.000000,93.0
lgfs0007,Row,166101,90.000000,90.0
lgfs0007,Row,166102,29.000000,29.0
lgfs0007,Row,166103,14.000000,14.0
lgfs0007,Row,166104,15.000000,15.0
lgfs0007,Row,166105,16.000000,16.0
lgfs0007,Row,166106,17.000000,17.0
lgfs0007,Row,166107,18.000000,18.0
lgfs0007,Row,166108,19.000000,19.0
lgfs0007,Row,166109,20.000000,20.0
lgfs0007,Row,166110,21.000000,21.0
lgfs0007,Row,166111,51.000000,51.0
lgfs0007,Row,166112,28.000000,28.0
lgfs0007,Row,166113,50.000000,50.0
lgfs0007,Row,166114,30.000000,30.0
lgfs0007,Row,166115,33.000000,33.0
lgfs0007,Row,166116,35.000000,35.0
lgfs0007,Row,166117,38.000000,38.0
lgfs0007,Row,166118,39.000000,39.0
lgfs0007,Row,166119,41.000000,41.0
lgfs0007,Row,166120,42.000000,42.0
lgfs0007,Row,166121,46.000000,46.0
lgfs0007,Row,166123,22.000000,22.0
lgfs0007,Year,166124,201213.000000,201213
lgfs0007,Year,166126,200304.000000,200304
lgfs0007,Year,166127,200405.000000,200405
